1#,1Attack,1Defense,1HP,1Legendary,1SpAtk,1SpDef,1Speed,1type1,1type2,2#,2Attack,2Defense,2HP,2Legendary,2SpAtk,2SpDef,2Speed,2type1,2type2,winner
249,90,90,75,False,140,90,115,1,6,411,55,80,40,False,35,60,30,16,14,True
173,65,64,50,False,44,48,43,17,18,609,35,50,45,False,70,50,30,9,18,True
770,77,72,123,False,99,92,58,15,11,572,98,63,75,False,98,63,101,9,18,False
51,80,85,75,False,110,90,50,9,13,473,50,34,90,False,60,44,70,8,7,False
452,30,35,40,False,50,70,55,9,13,106,73,70,85,False,73,115,67,14,18,False
550,90,90,70,True,135,90,125,1,18,769,59,50,77,False,67,63,46,15,11,True
525,130,80,110,False,70,60,80,11,10,740,65,68,78,False,112,154,75,4,18,True
464,80,102,70,False,80,102,40,0,7,762,75,90,65,False,97,123,44,13,2,False
147,65,60,65,False,110,95,130,3,18,798,110,60,80,True,150,130,70,14,8,False
572,98,63,75,False,98,63,101,9,18,45,45,20,115,False,45,25,20,12,4,True
569,50,37,41,False,50,37,66,1,18,741,65,48,66,False,62,57,52,9,18,True
193,75,70,65,False,95,70,95,14,7,28,90,65,65,False,61,61,100,12,7,False
247,60,30,45,False,80,50,65,1,6,445,45,40,59,False,35,40,31,12,18,True
511,92,75,90,False,92,85,60,9,11,280,160,80,80,False,130,80,100,6,5,False
435,109,105,95,False,75,85,56,9,10,44,76,75,73,False,81,100,100,6,18,False
794,131,95,126,True,131,98,99,1,7,359,60,60,60,False,60,60,60,12,18,True
196,75,85,90,False,115,90,55,3,18,758,92,88,86,False,68,75,73,1,14,False
470,48,48,76,False,57,62,34,17,18,410,145,130,95,False,120,90,120,2,7,False
631,95,82,80,False,60,82,75,13,18,164,190,100,106,True,154,100,130,14,5,False
451,120,79,80,False,95,79,70,3,18,790,117,184,95,False,44,46,28,11,18,True
211,85,85,95,False,65,65,35,17,10,442,55,30,40,False,30,30,60,12,7,False
773,58,57,67,False,81,67,101,3,4,582,60,32,45,False,50,32,76,3,18,True
403,104,105,55,False,94,75,52,17,18,59,70,60,65,False,65,65,115,12,18,False
401,80,90,110,False,95,90,65,11,17,413,135,130,80,False,95,90,70,16,14,False
228,95,75,65,False,55,55,85,17,13,679,70,40,80,False,100,60,145,0,18,False
753,52,60,78,False,63,65,23,4,18,196,75,85,90,False,115,90,55,3,18,False
578,55,85,116,False,107,95,29,14,18,434,89,85,75,False,55,65,36,9,18,False
210,45,45,55,False,25,25,15,17,10,40,102,77,81,False,85,75,85,13,10,False
38,57,40,46,False,40,40,50,13,18,716,77,77,100,False,128,128,90,12,14,False
18,25,50,45,False,25,25,35,0,13,458,29,45,40,False,29,45,36,0,18,False
538,75,130,75,True,75,130,95,14,18,742,100,62,123,False,97,81,68,9,18,True
702,90,72,91,True,90,129,108,9,5,627,108,133,74,False,83,65,32,17,15,True
403,104,105,55,False,94,75,52,17,18,412,75,100,60,False,55,80,50,16,14,True
517,100,125,100,False,110,50,50,9,18,136,95,57,65,False,100,85,93,6,18,False
465,45,70,60,False,45,90,95,3,18,89,35,70,25,False,95,55,45,3,16,True
505,106,65,83,False,86,65,85,13,5,502,50,90,40,False,30,55,65,13,0,True
601,53,70,45,False,40,60,42,0,9,644,50,50,36,False,65,60,44,11,18,False
459,59,85,60,False,79,105,36,0,9,84,85,55,50,False,65,65,90,6,18,False
548,80,80,80,False,80,80,80,17,18,525,130,80,110,False,70,60,80,11,10,False
707,120,100,100,True,150,120,90,2,6,521,76,86,86,False,116,56,95,0,7,False
14,30,35,45,False,20,20,45,0,18,62,80,35,40,False,35,45,70,5,18,False
728,36,38,38,False,32,36,57,12,18,501,112,118,108,False,68,72,47,10,18,True
182,60,40,40,False,40,40,30,0,13,246,80,140,65,False,40,70,70,16,7,False
741,65,48,66,False,62,57,52,9,18,117,55,75,90,False,60,75,30,12,18,True
29,60,44,35,False,40,54,55,13,18,431,70,160,50,True,70,160,90,14,18,False
719,61,65,56,False,48,45,38,9,18,574,98,63,75,False,98,63,101,6,18,False
209,65,45,65,False,75,45,95,0,7,477,136,94,65,False,54,96,135,12,5,False
492,70,45,58,False,40,45,42,2,10,37,92,87,90,False,75,85,76,13,10,False
425,180,160,100,True,150,90,90,10,6,43,41,40,38,False,50,65,65,6,18,True
207,30,30,30,False,30,30,30,9,18,284,150,110,100,False,95,110,70,17,10,False
749,80,100,45,False,35,37,28,16,8,512,132,105,90,False,132,105,30,9,11,False
539,105,105,80,True,105,105,80,14,18,153,115,105,60,False,65,70,80,15,17,False
152,80,90,30,False,55,45,55,15,17,159,100,90,90,True,125,85,90,6,7,False
738,38,39,44,False,61,79,42,4,18,18,25,50,45,False,25,25,35,0,13,True
182,60,40,40,False,40,40,30,0,13,579,55,50,50,False,36,30,43,12,7,False
69,20,15,25,False,105,55,90,14,18,302,30,30,40,False,55,30,85,17,7,True
173,65,64,50,False,44,48,43,17,18,713,120,90,125,True,170,100,95,2,11,False
488,25,45,20,False,70,90,60,14,4,199,20,50,70,False,20,50,40,17,4,True
683,120,90,77,False,60,90,48,2,18,506,100,72,74,False,90,72,46,9,18,True
2,62,63,60,False,80,80,60,9,13,619,65,85,50,False,35,35,55,0,15,True
735,52,50,80,False,90,50,89,0,7,255,20,35,55,False,20,45,75,12,18,True
70,35,30,40,False,120,70,105,14,18,800,110,120,80,True,130,90,70,6,17,True
120,85,95,80,False,30,30,25,10,15,67,65,65,65,False,50,50,90,17,18,False
738,38,39,44,False,61,79,42,4,18,610,60,75,70,False,110,75,90,9,18,False
68,95,95,90,False,70,90,70,17,5,397,80,80,80,False,80,80,80,11,18,False
540,125,70,75,True,125,70,115,14,18,714,72,90,91,False,129,90,108,17,5,True
184,90,80,85,False,70,80,130,13,7,197,95,105,90,False,165,110,45,3,2,True
577,25,45,76,False,67,55,24,14,18,58,45,35,40,False,40,40,90,12,18,False
750,110,150,59,False,45,49,35,16,8,29,60,44,35,False,40,54,55,13,18,False
391,68,83,99,False,72,87,51,9,7,640,40,50,65,False,125,60,30,14,18,True
211,85,85,95,False,65,65,35,17,10,737,68,72,86,False,109,66,106,6,12,True
462,94,50,70,False,94,50,66,0,7,694,109,112,58,False,48,48,109,0,16,False
337,100,85,60,False,80,85,100,5,14,147,65,60,65,False,110,95,130,3,18,False
459,59,85,60,False,79,105,36,0,9,644,50,50,36,False,65,60,44,11,18,False
615,90,45,70,False,15,45,50,6,18,652,55,45,69,False,55,55,15,9,13,True
786,85,122,55,False,58,75,99,8,9,180,20,30,40,False,40,80,55,0,7,True
247,60,30,45,False,80,50,65,1,6,594,105,85,85,False,40,50,40,5,18,False
536,65,107,50,False,105,107,86,3,7,720,78,95,61,False,56,58,57,9,18,True
729,56,77,85,False,50,77,78,12,10,586,135,130,85,False,60,80,25,15,18,False
715,72,90,91,False,129,90,108,17,5,80,70,65,80,False,80,120,100,17,13,True
516,140,130,115,False,55,55,40,10,15,740,65,68,78,False,112,154,75,4,18,True
440,66,68,64,False,81,76,50,17,18,525,130,80,110,False,70,60,80,11,10,False
174,80,80,65,False,59,63,58,17,18,410,145,130,95,False,120,90,120,2,7,False
634,50,40,55,False,40,40,75,12,18,424,150,140,100,True,100,90,90,10,18,False
252,120,120,90,False,60,60,50,10,18,797,160,110,50,True,160,110,110,15,4,False
317,90,45,1,False,30,30,40,0,8,294,30,30,40,False,40,50,30,17,9,True
463,30,42,30,False,30,42,70,0,7,790,117,184,95,False,44,46,28,11,18,False
770,77,72,123,False,99,92,58,15,11,7,84,78,78,False,109,85,100,6,7,False
110,50,70,60,False,80,80,140,3,18,783,66,70,54,False,44,55,46,8,9,True
454,125,40,67,False,30,30,58,15,18,469,60,70,70,False,87,78,85,9,18,False
241,55,85,55,False,65,85,35,17,15,731,73,55,62,False,56,52,84,6,7,True
688,110,95,95,False,40,95,55,12,18,190,20,65,35,False,40,65,20,4,18,True
271,130,90,106,True,110,154,90,6,7,21,45,40,40,False,35,35,56,12,7,True
738,38,39,44,False,61,79,42,4,18,789,69,85,55,False,32,35,28,11,18,True
476,76,84,65,False,54,96,105,12,18,223,75,105,65,False,35,65,85,10,7,True
574,98,63,75,False,98,63,101,6,18,283,110,90,100,False,85,90,60,17,10,True
621,75,70,50,False,35,70,48,1,5,551,100,100,100,True,100,100,100,9,18,False
723,59,58,59,False,90,70,73,6,18,617,30,105,105,False,140,105,55,6,14,True
1,49,49,45,False,65,65,45,9,13,679,70,40,80,False,100,60,145,0,18,False
595,140,95,105,False,55,65,45,5,18,131,75,85,60,False,100,85,115,17,14,True
433,68,64,55,False,45,55,31,9,18,339,75,60,70,False,105,60,105,3,18,False
247,60,30,45,False,80,50,65,1,6,452,30,35,40,False,50,70,55,9,13,True
19,90,40,65,False,45,80,75,0,13,709,125,90,89,True,115,80,101,10,7,False
410,145,130,95,False,120,90,120,2,7,278,85,60,60,False,85,60,55,6,5,True
103,65,80,60,False,170,95,130,8,13,142,155,109,95,False,70,130,81,17,1,True
37,92,87,90,False,75,85,76,13,10,337,100,85,60,False,80,85,100,5,14,False
453,70,65,60,False,125,105,90,9,13,29,60,44,35,False,40,54,55,13,18,True
73,80,50,70,False,35,35,35,5,18,113,50,95,50,False,40,50,35,10,18,False
374,80,65,43,False,50,35,35,17,18,87,75,110,95,False,100,80,30,17,14,True
634,50,40,55,False,40,40,75,12,18,784,66,70,59,False,44,55,41,8,9,False
681,85,50,45,False,55,50,65,5,18,790,117,184,95,False,44,46,28,11,18,True
181,35,50,55,False,55,110,85,0,7,765,38,33,44,False,61,43,70,3,12,True
584,75,85,55,False,25,25,15,15,18,498,110,70,70,False,115,70,90,5,16,False
586,135,130,85,False,60,80,25,15,18,590,135,60,110,False,50,65,88,10,16,False
732,81,71,78,False,74,69,126,6,7,1,49,49,45,False,65,65,45,9,13,True
478,60,60,60,False,105,105,105,8,18,524,95,125,75,False,45,75,95,10,7,True
734,22,60,45,False,27,30,29,0,18,19,90,40,65,False,45,80,75,0,13,False
634,50,40,55,False,40,40,75,12,18,348,90,20,45,False,65,20,65,17,1,True
567,80,65,65,False,35,65,60,12,18,755,48,66,62,False,59,57,49,4,18,True
354,100,70,70,False,105,75,40,6,10,82,95,115,55,False,45,45,35,15,10,True
417,75,150,80,True,75,150,50,16,18,783,66,70,54,False,44,55,46,8,9,True
420,90,80,80,True,130,110,110,2,14,85,100,70,65,False,80,80,105,6,18,True
610,60,75,70,False,110,75,90,9,18,215,75,80,95,False,100,110,30,17,14,True
350,140,70,70,False,110,65,105,17,1,160,64,45,41,False,50,50,50,2,18,True
122,5,5,250,False,35,105,50,12,18,588,57,55,67,False,77,55,114,14,7,False
159,100,90,90,True,125,85,90,6,7,77,90,50,65,False,85,45,55,9,13,True
398,120,80,80,False,120,80,100,11,18,598,95,75,105,False,85,75,74,17,10,True
300,55,30,40,False,30,30,85,12,7,704,100,80,79,True,110,90,121,7,18,False
508,69,76,69,False,69,86,91,17,18,293,50,70,60,False,50,90,65,0,13,True
763,53,62,50,False,58,63,44,17,18,685,124,80,89,False,55,80,55,10,8,False
428,100,100,100,True,100,100,100,16,14,203,35,40,35,False,35,55,50,9,7,True
509,20,50,45,False,60,120,50,17,7,199,20,50,70,False,20,50,40,17,4,True
106,73,70,85,False,73,115,67,14,18,592,60,126,103,False,80,126,50,12,4,True
550,90,90,70,True,135,90,125,1,18,394,150,60,65,False,115,60,115,1,18,True
310,40,60,60,False,40,60,35,9,18,48,80,70,75,False,65,75,90,13,7,False
80,70,65,80,False,80,120,100,17,13,314,160,100,150,False,95,65,100,12,18,False
463,30,42,30,False,30,42,70,0,7,203,35,40,35,False,35,55,50,9,7,True
484,93,67,103,False,71,61,84,13,1,9,104,78,78,False,159,115,100,6,7,False
700,90,129,91,True,90,72,108,16,5,49,50,55,45,False,75,65,30,9,13,True
437,78,52,64,False,78,52,81,6,5,533,65,107,50,False,105,107,86,3,6,False
73,80,50,70,False,35,35,35,5,18,485,24,86,57,False,24,86,23,16,14,True
627,108,133,74,False,83,65,32,17,15,314,160,100,150,False,95,65,100,12,18,False
216,60,60,60,False,85,85,85,8,18,657,47,50,50,False,57,50,65,0,3,True
126,40,70,30,False,70,25,60,17,18,617,30,105,105,False,140,105,55,6,14,True
632,65,40,40,False,80,40,65,1,18,707,120,100,100,True,150,120,90,2,6,False
692,65,105,110,False,55,95,80,1,7,331,70,100,50,False,40,40,30,16,15,True
11,63,80,59,False,65,80,58,17,18,309,60,62,70,False,80,82,60,0,7,False
483,63,47,63,False,41,41,74,13,1,22,60,55,63,False,50,50,71,12,7,True
665,85,70,65,False,75,70,40,3,18,170,52,43,39,False,60,50,65,6,18,False
540,125,70,75,True,125,70,115,14,18,337,100,85,60,False,80,85,100,5,14,True
39,72,57,61,False,55,55,65,13,18,299,100,60,90,False,90,60,80,9,1,False
761,60,60,50,False,60,60,30,13,17,762,75,90,65,False,97,123,44,13,2,False
441,86,88,84,False,111,101,60,17,16,1,49,49,45,False,65,65,45,9,13,True
434,89,85,75,False,55,65,36,9,18,137,125,100,65,False,55,70,85,0,18,False
700,90,129,91,True,90,72,108,16,5,433,68,64,55,False,45,55,31,9,18,True
52,70,55,35,False,45,55,25,0,9,379,81,97,86,False,81,107,43,15,9,False
158,90,85,90,True,125,90,100,3,7,171,64,58,58,False,80,65,80,6,18,True
769,59,50,77,False,67,63,46,15,11,374,80,65,43,False,50,35,35,17,18,True
789,69,85,55,False,32,35,28,11,18,690,123,75,100,False,57,75,80,12,7,False
393,130,60,65,False,75,60,75,1,18,255,20,35,55,False,20,45,75,12,18,False
307,85,65,68,False,165,135,100,14,4,741,65,48,66,False,62,57,52,9,18,True
528,165,95,68,False,65,115,110,14,5,492,70,45,58,False,40,45,42,2,10,True
212,65,60,65,False,130,95,110,14,18,24,80,80,83,False,135,80,121,12,7,False
99,95,180,50,False,85,45,70,17,11,173,65,64,50,False,44,48,43,17,18,True
58,45,35,40,False,40,40,90,12,18,253,80,90,85,False,105,95,60,12,18,True
226,80,50,60,False,40,40,30,4,18,289,45,35,45,False,20,30,20,0,18,True
365,40,60,45,False,40,75,50,12,7,609,35,50,45,False,70,50,30,9,18,True
409,135,80,95,False,110,80,100,2,7,532,50,77,50,False,95,77,91,3,8,True
647,60,50,60,False,40,50,75,12,9,294,30,30,40,False,40,50,30,17,9,True
15,20,55,50,False,25,25,30,0,18,756,80,86,82,False,85,75,72,4,18,False
196,75,85,90,False,115,90,55,3,18,774,50,150,50,False,50,150,50,15,4,True
265,75,115,100,True,90,115,85,17,18,68,95,95,90,False,70,90,70,17,5,True
564,55,39,45,False,35,39,42,12,18,749,80,100,45,False,35,37,28,16,8,False
750,110,150,59,False,45,49,35,16,8,248,90,50,75,False,110,80,95,1,6,False
142,155,109,95,False,70,130,81,17,1,107,105,90,30,False,25,25,50,17,18,True
427,180,100,105,True,180,100,115,2,7,404,84,105,55,False,114,75,52,17,18,True
454,125,40,67,False,30,30,58,15,18,302,30,30,40,False,55,30,85,17,7,False
323,20,40,50,False,20,40,20,12,4,574,98,63,75,False,98,63,101,6,18,False
262,10,10,255,False,75,135,55,12,18,67,65,65,65,False,50,50,90,17,18,False
710,145,90,89,True,105,80,91,10,7,434,89,85,75,False,55,65,36,9,18,True
291,70,50,60,False,100,50,65,0,7,666,115,80,85,False,105,80,50,3,18,True
233,185,115,80,False,40,105,75,0,5,445,45,40,59,False,35,40,31,12,18,True
126,40,70,30,False,70,25,60,17,18,494,130,95,108,False,80,85,102,2,10,False
252,120,120,90,False,60,60,50,10,18,108,130,115,55,False,50,50,75,17,18,False
69,20,15,25,False,105,55,90,14,18,212,65,60,65,False,130,95,110,14,18,False
120,85,95,80,False,30,30,25,10,15,342,40,50,60,False,75,85,95,3,18,True
224,85,200,75,False,55,65,30,16,10,173,65,64,50,False,44,48,43,17,18,False
695,65,50,52,False,45,50,38,1,2,94,45,55,65,False,45,70,45,17,18,False
672,87,60,46,False,30,40,57,2,18,355,120,100,70,False,145,105,20,6,10,True
409,135,80,95,False,110,80,100,2,7,254,95,62,73,False,85,65,85,12,18,True
195,55,55,70,False,80,60,45,3,18,607,27,60,40,False,37,50,66,9,4,False
528,165,95,68,False,65,115,110,14,5,327,75,75,50,False,65,65,50,1,8,False
127,65,95,55,False,95,45,85,17,18,81,80,100,40,False,30,30,20,15,10,True
698,85,55,55,False,50,55,60,0,6,336,60,75,60,False,60,75,80,5,14,False
422,100,90,100,True,150,140,90,17,18,705,115,70,79,True,125,80,111,3,7,False
432,95,90,50,True,95,90,180,14,18,397,80,80,80,False,80,80,80,11,18,True
409,135,80,95,False,110,80,100,2,7,376,40,55,40,False,40,70,55,10,14,True
582,60,32,45,False,50,32,76,3,18,424,150,140,100,True,100,90,90,10,18,False
521,76,86,86,False,116,56,95,0,7,268,134,110,100,False,95,100,61,15,1,True
304,25,25,28,False,45,35,40,14,4,708,150,120,100,True,120,100,90,2,3,False
385,90,70,60,False,60,120,40,12,18,492,70,45,58,False,40,45,42,2,10,False
560,123,65,110,False,100,65,65,6,5,70,35,30,40,False,120,70,105,14,18,True
545,100,120,150,True,100,120,90,8,2,149,60,70,65,False,85,75,40,12,18,False
68,95,95,90,False,70,90,70,17,5,362,100,80,80,False,80,80,100,10,2,False
672,87,60,46,False,30,40,57,2,18,732,81,71,78,False,74,69,126,6,7,False
632,65,40,40,False,80,40,65,1,18,14,30,35,45,False,20,20,45,0,18,True
641,65,75,110,False,125,85,30,14,18,341,50,40,60,False,85,75,95,3,18,False
365,40,60,45,False,40,75,50,12,7,428,100,100,100,True,100,100,100,16,14,False
594,105,85,85,False,40,50,40,5,18,425,180,160,100,True,150,90,90,10,6,False
764,73,88,71,False,120,89,59,17,18,529,55,145,60,False,75,150,40,15,16,True
397,80,80,80,False,80,80,80,11,18,161,84,65,61,False,70,70,70,2,18,True
111,40,80,60,False,60,45,40,9,14,670,40,60,60,False,95,60,55,8,6,False
219,80,65,70,False,90,65,85,12,14,738,38,39,44,False,61,79,42,4,18,True
408,95,100,65,False,60,50,50,2,18,647,60,50,60,False,40,50,75,12,9,False
516,140,130,115,False,55,55,40,10,15,107,105,90,30,False,25,25,50,17,18,False
622,90,115,65,False,45,115,58,1,5,736,50,58,62,False,73,54,72,6,12,False
212,65,60,65,False,130,95,110,14,18,128,67,60,45,False,35,50,63,17,18,True
685,124,80,89,False,55,80,55,10,8,648,100,70,80,False,60,70,95,12,9,False
406,30,55,43,False,40,65,97,17,18,420,90,80,80,True,130,110,110,2,14,False
501,112,118,108,False,68,72,47,10,18,689,83,50,70,False,37,50,60,12,7,False
533,65,107,50,False,105,107,86,3,6,211,85,85,95,False,65,65,35,17,10,True
413,135,130,80,False,95,90,70,16,14,580,77,62,62,False,50,42,65,12,7,True
74,100,70,80,False,50,60,45,5,18,277,60,40,45,False,70,50,45,6,18,False
460,79,105,60,False,59,85,36,0,10,713,120,90,125,True,170,100,95,2,11,False
450,85,49,60,False,60,49,60,3,18,8,130,111,78,False,130,85,100,6,2,False
376,40,55,40,False,40,70,55,10,14,196,75,85,90,False,115,90,55,3,18,False
292,35,55,50,False,25,25,15,0,18,510,62,50,60,False,62,60,40,9,11,False
282,85,70,70,False,60,70,50,17,10,186,58,58,125,False,76,76,67,17,3,True
384,70,70,70,False,70,70,70,12,18,699,60,65,85,False,135,105,100,0,6,False
295,50,50,60,False,60,70,50,17,9,741,65,48,66,False,62,57,52,9,18,False
346,43,53,70,False,43,53,40,13,18,790,117,184,95,False,44,46,28,11,18,True
269,164,150,100,False,95,120,71,15,1,187,40,15,20,False,35,35,60,3,18,True
45,45,20,115,False,45,25,20,12,4,323,20,40,50,False,20,40,20,12,4,False
89,35,70,25,False,95,55,45,3,16,778,80,91,57,False,80,87,75,16,4,False
151,60,125,70,False,115,70,55,15,17,238,50,120,50,False,80,80,30,6,15,True
774,50,150,50,False,50,150,50,15,4,667,55,55,55,False,85,55,30,14,18,True
266,64,50,50,False,45,50,41,15,10,301,85,60,60,False,50,50,125,12,7,False
602,63,90,55,False,50,80,42,0,9,375,120,85,63,False,90,55,55,17,1,False
31,55,40,35,False,50,50,90,3,18,490,65,45,76,False,92,42,91,12,7,False
92,85,45,35,False,35,35,75,12,7,182,60,40,40,False,40,40,30,0,13,True
588,57,55,67,False,77,55,114,14,7,390,70,130,40,False,60,130,25,8,18,True
476,76,84,65,False,54,96,105,12,18,434,89,85,75,False,55,65,36,9,18,True
360,100,45,45,False,45,45,10,10,18,426,150,90,105,True,150,90,95,2,7,False
101,50,45,45,False,115,55,95,8,13,21,45,40,40,False,35,35,56,12,7,False
267,84,70,70,False,65,70,51,15,10,182,60,40,40,False,40,40,30,0,13,True
245,40,70,65,False,80,140,70,17,7,72,50,65,55,False,175,95,150,14,18,False
10,48,65,44,False,50,64,43,17,18,17,35,30,40,False,20,20,50,0,13,False
110,50,70,60,False,80,80,140,3,18,425,180,160,100,True,150,90,90,10,6,False
244,55,45,45,False,65,45,75,11,7,177,76,64,85,False,45,55,90,12,18,False
209,65,45,65,False,75,45,95,0,7,465,45,70,60,False,45,90,95,3,18,False
778,80,91,57,False,80,87,75,16,4,760,105,115,72,False,54,86,68,15,17,True
192,50,45,40,False,70,45,70,14,7,721,107,122,88,False,74,75,64,9,5,True
340,75,80,70,False,135,80,135,3,18,110,50,70,60,False,80,80,140,3,18,False
555,45,55,45,False,45,55,63,9,18,443,75,50,55,False,40,40,80,12,7,False
538,75,130,75,True,75,130,95,14,18,82,95,115,55,False,45,45,35,15,10,True
123,55,115,65,False,100,40,60,9,18,434,89,85,75,False,55,65,36,9,18,True
597,65,55,75,False,65,55,69,17,10,627,108,133,74,False,83,65,32,17,15,True
409,135,80,95,False,110,80,100,2,7,56,55,25,10,False,35,45,95,10,18,True
458,29,45,40,False,29,45,36,0,18,301,85,60,60,False,50,50,125,12,7,False
65,110,80,90,False,100,80,95,6,18,644,50,50,36,False,65,60,44,11,18,True
584,75,85,55,False,25,25,15,15,18,319,71,43,84,False,71,43,48,12,18,False
262,10,10,255,False,75,135,55,12,18,210,45,45,55,False,25,25,15,17,10,False
116,105,79,50,False,35,110,76,5,18,492,70,45,58,False,40,45,42,2,10,True
75,130,80,90,False,65,85,55,5,18,480,55,42,49,False,42,37,85,12,18,False
38,57,40,46,False,40,40,50,13,18,302,30,30,40,False,55,30,85,17,7,False
750,110,150,59,False,45,49,35,16,8,656,75,80,165,False,40,45,65,17,18,False
453,70,65,60,False,125,105,90,9,13,174,80,80,65,False,59,63,58,17,18,True
375,120,85,63,False,90,55,55,17,1,509,20,50,45,False,60,120,50,17,7,True
791,30,35,40,False,45,40,55,7,2,203,35,40,35,False,35,55,50,9,7,True
617,30,105,105,False,140,105,55,6,14,266,64,50,50,False,45,50,41,15,10,True
480,55,42,49,False,42,37,85,12,18,541,120,120,100,True,150,100,90,16,2,False
425,180,160,100,True,150,90,90,10,6,750,110,150,59,False,45,49,35,16,8,True
325,45,45,50,False,35,35,50,12,18,276,110,75,70,False,145,85,145,9,2,False
